Seq#,Date acq.,Title,Data producer/creator,Notes,
1210,,"Welfare, Children and Families: A Three-City Study, Waves 1 & 2, and Embedded Development Wave 1",Child Well-Being and Poverty Data Archive,1 cd.,
1211,1999,USA Counties 1998,U.S. Census Bureau,1 cd.,
1212,2006,General Social Survey: NORC-GSS Cumulative Data File 1972-2004,Roper Center for Public Opinion Research,1 cd.,
1213,2007,General Social Survey: NORC-GSS Cumulative Data File 1972-2006,Roper Center for Public Opinion Research,1 cd.,
1214,2004,Thirty-eighth General Election 2004 Official Voting Results,Elections Canada,1 cd.,
1215,2006,"Great Britain Census of Population, 1991",,1 cd.,
1216,1999,"Fixed reproducible tangible wealth of the United States, 1925-[19]97. April 1999 ed.",,1 cd.,
1217,,"Direction of Trade Statistics, November 2009",International Monetary Fund,1 cd.,
1218,2010,"Direction of Trade Statistics, December 2009",International Monetary Fund,1 cd.,
1219,2010,"Direction of Trade Statistics, January 2010",International Monetary Fund,1 cd.,
1220,no disc,no disc,no disc,no disc,
1221,,"International Financial Statistics, November 2009",International Monetary Fund,1 cd.,
1222,2010,"International Financial Statistics, December 2009",International Monetary Fund,1 cd.,
1223,2010,"International Financial Statistics, January 2010",International Monetary Fund,1 cd.,
1224,2010,"International Financial Statistics, February 2010",International Monetary Fund,1 cd.,
1225,2010,"International Financial Statistics, April 2010",International Monetary Fund,1 cd.,
1226,2010,"International Financial Statistics, May 2010",International Monetary Fund,1 cd.,
1227,no disc,no disc,no disc,no disc,
1228,2002,"Nationwide Inpatient Sample (NIS) 1988 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1229,2002,"Nationwide Inpatient Sample (NIS) 1989 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1230,2002,"Nationwide Inpatient Sample (NIS) 1990 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1231,2002,"Nationwide Inpatient Sample (NIS) 1991 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1232,2002,"Nationwide Inpatient Sample (NIS) 1992 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1233,2002,"Nationwide Inpatient Sample (NIS) 1988-1992 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd.,
1234,2002,"Nationwide Inpatient Sample (NIS) 1993 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1235,2002,"Nationwide Inpatient Sample (NIS) 1993 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1236,2002,"Nationwide Inpatient Sample (NIS) 1994 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1237,2002,"Nationwide Inpatient Sample (NIS) 1994 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1238,2002,"Nationwide Inpatient Sample (NIS) 1995 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1239,2002,"Nationwide Inpatient Sample (NIS) 1995 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1240,2002,"Nationwide Inpatient Sample (NIS) 1996 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1241,2002,"Nationwide Inpatient Sample (NIS) 1996 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1242,2002,"Nationwide Inpatient Sample (NIS) 1997 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1243,2002,"Nationwide Inpatient Sample (NIS) 1997 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1244,2003,"Nationwide Inpatient Sample (NIS) 1997 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1245,2003,"Nationwide Inpatient Sample (NIS) 1997 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1246,2002,"Nationwide Inpatient Sample (NIS) 1998 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1247,2002,"Nationwide Inpatient Sample (NIS) 1998 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1248,2002,"Nationwide Inpatient Sample (NIS) 1999 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1249,2002,"Nationwide Inpatient Sample (NIS) 1999 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1250,2002,"Nationwide Inpatient Sample (NIS) 2000 Data, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 1 of 2,
1251,2002,"Nationwide Inpatient Sample (NIS) 2000 Documentation, Healthcare Cost and Utilization Project",Agency for Healthcare Research and Quality,1 cd. Disc 2 of 2,
1252,2000,Data on Women and Crime,U.S. Department of Justice via ICPSR (2972),1 cd.,
1253,1999,"National Corrections Reporting Program, 1996",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR (2017),1 cd.,
1254,1999,Longitudinal Data on Crime,U.S. Department of Justice via ICPSR,1 cd.,
1255,1998,"National Corrections Reporting Program, 1995",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1256,2002,"National Corrections Reporting Program, 1999",U.S. Department of Justice: Bureau of Justice Statistics (NCJ-192868),1 cd.,
1257,1998,"American National Election Studies, 1948-1997",National Election Studies/ICPSR (2536),1 cd.,
1258,1998,Data on Crime and Community,U.S. Department of Justice via ICPSR (2434),1 cd.,
1259,2004,"Community Tracking Study and Related Studies: Monitoring Change in the American Health Care System, Reports: 1995-2003",Health and Medical Care Archive (HMCA) via ICPSR,1 cd.,
1260,2003,"The State Court Processing Statistics (SCPS) Program, 1990-98",U.S. Department of Justice: Bureau of Justice Statistics (NCJ-194821),1 cd.,
1261,2001,"Civil Justice Survey of State Courts, 1992 and 1996: [United States]",U.S. Department of Justice: Bureau of Justice Statistics (NCJ-189035),1 cd.,
1262,2002,"Crime and Justice Data, Volume II",U.S. Department of Justice: Bureau of Justice Statistics (NCJ-187738),1 cd. Disc 1 of 2,
1263,2002,"Crime and Justice Data, Volume II",U.S. Department of Justice: Bureau of Justice Statistics (NCJ-187738),1 cd. Disc 2 of 2,
1264,1998,Ontario College & University Libraries Study 7895,,1 cd.,
1265,1995,"American National Election Studies, 1948-1994",Institute for Social Research,1 cd.,
1266,1995,"American National Election Studies, 1948-1994",National Election Studies/ICPSR,1 cd.,
1267,1998,"National Corrections Reporting Program, 1994",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1268,1998,"National Corrections Reporting Program, 1993",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1269,1998,"National Corrections Reporting Program, 1992",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1270,1998,"National Corrections Reporting Program, 1991",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1271,1998,"National Corrections Reporting Program, 1989-1990",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1272,1998,"National Corrections Reporting Program, 1987-1988",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1273,1998,"National Corrections Reporting Program, 1987-1988",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1274,1995,"American National Election Studies, 1948-1994",National Election Studies/ICPSR,1 cd.,
1275,1995,"Panel Study of Income Dynamics, 1968-1992, Waves I-XXV, Respondents and Non-Respondents",ICPSR (7439),1 cd.,
1276,1996,"Civil Justice Survey of State Courts, 1992: [United States]",ICPSR,1 cd.,
1277,1996,Health and Well-Being of Older Adults,"National Archive of Computerized Data on Aging (NACDA), ICPSR",1 cd.,
1278,1996,"Violence Research Data, 2nd Edition",U.S. Department of Justice via ICPSR,1 cd.,
1279,1996,Toward a Health America: Selected Research Data Collections From the Health and Medical Care Archive at ICPSR,ICPSR (6786),1 cd.,
1280,1997,Minority Research Data,ICPSR,1 cd.,
1281,1998,"National Corrections Reporting Program, 1983-1986",U.S. Department of Justice: Bureau of Justice Statistics via ICPSR,1 cd.,
1282,1992,"Crime and Justice Data from the Bureau of Justice Statistics, U.S. Department of Justice",U.S. Department of Justice via ICPSR (NCJ-130915),1 cd.,
1283,1991,"Panel Study of Income Dynamics, 1968-1988 Non-Respondents",ICPSR (7439),1 cd. Disc 1 of 2,
1284,1991,"Panel Study of Income Dynamics, 1968-1988 Respondents",ICPSR (7439),1 cd. Disc 2 of 2,
1285,1994,"National Medical Expenditure Survey, 1987: Household Survey Data",ICPSR,1 cd.,
1286,1994,Violence Research Data,U.S. Department of Justice via ICPSR,1 cd.,
1287,1995,"American National Election Studies, 1948-1994",National Election Studies/ICPSR,1 cd.,
1288,,"Census 1981 - reference maps, Quebec CT's '81",Statistics Canada,1 cd.,
1289,,"Census of Canada 1981 - reference maps, Census Tracts B-H",Statistics Canada (95-905-915),1 cd. Disc 1 of 4,
1290,,"Census of Canada 1981 - reference maps, Census Tracts K-O",Statistics Canada (95-916-921),1 cd. Disc 2 of 4,
1291,,"Census of Canada 1981 - reference maps, Census Tracts P-S",Statistics Canada (95-922-933),1 cd. Disc 3 of 4,
1292,,"Census of Canada 1981 - reference maps, Census Tracts T-W",Statistics Canada (95-934-940),1 cd. Disc 4 of 4,
1293,2010,Ontario tobacco survey: baseline data & documentation. Sept 2010 Update,"Bondy, S.",1 cd.,
1294,2010,"Population Projections for Canada, Provinces and Territories",Statistics Canada,1 cd.,
1295,2005,Statistisches Jahrbuch Osterreichs 2005,Statistik Austria,1 cd.,
1296,2006,Statistisches Jahrbuch Osterreichs 2006,Statistik Austria,1 cd.,
1297,2007,Statistisches Jahrbuch Osterreichs 2007,Statistik Austria,1 cd.,
1298,2010,Statistisches Jahrbuch Osterreichs 2010,Statistik Austria,1 cd.,
1299,2008,Statistisches Jahrbuch Osterreichs 2008,Statistik Austria,1 cd.,
1300,2001,Satistisches Jahrbuch Osterreichs,Statistik Austria,1 cd.,
1301,2010,TMX - Common Equities - Securities F to N (Q4 2010 Edition),CFMRC,1 cd. 2 of 5,
1302,2011,Direction of Trade Statistics - February 2011,IMF,1 cd.,
1303,2010,TMX - Common Equities - Securities A to E (Q4 2010 Edition),CFMRC,1 cd. 1 of 5,
1304,2010,TMX - Common Equities - Securities O to Z (Q4 2010 Edition),CFMRC,1 cd. 3 of 5,
1305,2010,TMX - Non-Common Equities - Securities A to I (Q4 2010 Edition),CFMRC,1 cd. 4 of 5,
1306,2010,TMX - Non-Common Equities - Securities J to Z (Q4 2010 Edition),CFMRC,1 cd. 5 of 5,
1307,2010,"Public Accounts of Ontario, 2008-2009",Ministry of Finance,1 cd.,
1308,2011,"Public Accounts of Ontario, 2009-2010",Ministry of Finance,1 cd.,
1309,2010,"Annuario Statistico Italiano, 2009",Istat,1cd.,
1310,2010,"Annuario Statistico Italiano, 2008",Istat,1cd.,
1311,2010,"Annuario Statistico Italiano, 2006",Istat,1 cd.,
1312,2010,"Annuario Statistico Italiano, 2004",Istat,1 cd.,
1313,2010,"Statisticka Rocenka - Slovenskei republiky, 2004",VEDA,1 cd.,
1314,2010,"Statisticka Rocenka - Slovenskei republiky, 2005",VEDA,1 cd.,
1315,2010,"Statisticka Rocenka - Slovenskei republiky, 2006",VEDA,1 cd.,
1316,2010,"Statisticka Rocenka - Slovenskei republiky, 2007",VEDA,1 cd.,
1317,2010,"Statisticka Rocenka - Slovenskei republiky, 2008",VEDA,1 cd.,
1318,2010,"Statisticka Rocenka - Slovenskei republiky, 2009",VEDA,1 cd.,
1319,2010,"Statistisk Arsbok For Sverige - Statistical Yearbook of Sweden, 2005",Statistics Sweden,1 cd.,
1320,2010,"Statistisk Arsbok For Sverige - Statistical Yearbook of Sweden, 2006",Statistics Sweden,1 cd.,
1321,2011,Inter-corporate ownership on cd-rom (2011-3),Statistics Canada (61-517-XCB),1 cd.,
1322,2011,Inter-corporate ownership on cd-rom (2011-2),Statistics Canada (61-517-XCB),1 cd.,
1323,2010,Inter-corporate ownership on cd-rom (2010-4),Statistics Canada (61-517-XCB),1 cd.,
1324,2011,"Government finance statistics, March 2011",International Monetary Fund,1 cd.,
1325,2011,"Government finance statistics, June 2011",International Monetary Fund,1 cd.,
1326,2011,"International financial statistics, July 2011",International Monetary Fund,1 cd.,
1327,2011,"International financial statistics, August 2011",International Monetary Fund,1 cd.,
1328,2011,"International financial statistics, May 2011",International Monetary Fund,1 cd.,
1329,2011,"International financial statistics, June 2011",International Monetary Fund,1 cd.,
1330,2011,"International financial statistics, April 2011",International Monetary Fund,1 cd.,
1331,2011,"International financial statistics, March 2011",International Monetary Fund,1 cd.,
1332,2011,"International financial statistics, February 2011",International Monetary Fund,1 cd.,
1333,2011,"Balance of payments statistics, June 2011",International Monetary Fund,1 cd.,
1334,2011,"Balance of payments statistics, May 2011",International Monetary Fund,1 cd.,
1335,2011,"Balance of payments statistics, April 2011",International Monetary Fund,1 cd.,
1336,2011,"Balance of payments statistics, March 2011",International Monetary Fund,1 cd.,
1337,2011,"Balance of payments statistics, February 2011",International Monetary Fund,1 cd.,
1338,2011,"Balance of payments statistics, August 2011",International Monetary Fund,1 cd.,
1339,2011,"Balance of payments statistics, July 2011",International Monetary Fund,1 cd.,
1340,2011,"Direction of trade statistics, July 2011",International Monetary Fund,1 cd.,
1341,2011,"Direction of trade statistics, August 2011",International Monetary Fund,1 cd.,
1342,2010,Inter-corporate ownership on cd-rom (2010-4),Statistics Canada (61-517-XCB),1 cd.,
1343,2011,Inter-corporate ownership on cd-rom (2011-1),Statistics Canada (61-517-XCB),1 cd.,
1344,2011,"Direction of trade statistics, June 2011",International Monetary Fund,1 cd.,
1345,2011,"Direction of trade statistics, May 2011",International Monetary Fund,1 cd.,
1346,2011,"Direction of trade statistics, April 2011",International Monetary Fund,1 cd.,
1347,2011,"Direction of trade statistics, March 2011",International Monetary Fund,1 cd.,
1348,2013,1990 Summary Tape File 1B: Census of Population and Housing,U.S. Census Bureau,1 cd.,
1349,2013,Census 2000 Summary File 1: Census of Population and Housing,U.S. Census Bureau,1 cd.,
1350,2013,Summary File 2010: Disk 1,"Geolytics, Inc",1 cd.,
1351,2013,Redistricting 2010,"Geolytics, Inc",1 cd.,
1352,2013,Summary File 2010: Disk 2,"Geolytics, Inc",1 cd.,
1353,2013,Census CD:1990 Long Form in 2000 Boundaries (Set-Up),"Geolytics, Inc",1 cd.,
1354,2013,Census CD:1990 Long Form in 2000 Boundaries (Data),"Geolytics, Inc",1 cd.,
1355,,"Government Finance Statistics, September 2012",International Monetary Fund,1 cd.,
1356,,"Government Finance Statistics, December 2012",International Monetary Fund,1 cd.,
1357,,"Government Finance Statistics, March 2013",International Monetary Fund,1 cd.,
1358,,"Government Finance Statistics, June 2013",International Monetary Fund,1 cd.,
1359,,"Direction of Trade Statistics, August 2012",International Monetary Fund,1 cd.,
1360,,"Direction of Trade Statistics, September 2012",International Monetary Fund,1 cd.,
1361,,"Direction of Trade Statistics, October 2012",International Monetary Fund,1 cd.,
1362,,"Direction of Trade Statistics, November 2012",International Monetary Fund,1 cd.,
1363,,"Direction of Trade Statistics, December 2012",International Monetary Fund,1 cd.,
1364,,"Direction of Trade Statistics, January 2013",International Monetary Fund,1 cd.,
1365,,"Direction of Trade Statistics, February 2013",International Monetary Fund,1 cd.,
1366,,"Direction of Trade Statistics, March 2013",International Monetary Fund,1 cd.,
1367,,"Direction of Trade Statistics, April 2013",International Monetary Fund,1 cd.,
1368,,"Direction of Trade Statistics, May 2013",International Monetary Fund,1 cd.,
1369,,"Direction of Trade Statistics, June 2013",International Monetary Fund,1 cd.,
1370,,"Balance of Payment Statistics, August 2012",International Monetary Fund,1 cd.,
1371,,"Balance of Payment Statistics, September 2012",International Monetary Fund,1 cd.,
1372,,"Balance of Payment Statistics, October 2012",International Monetary Fund,1 cd.,
1373,,"Balance of Payment Statistics, November 2012",International Monetary Fund,1 cd.,
1374,,"Balance of Payment Statistics, December 2012",International Monetary Fund,1 cd.,
1375,,"Balance of Payment Statistics, January 2013",International Monetary Fund,1 cd.,
1376,,"Balance of Payment Statistics, February 2013",International Monetary Fund,1 cd.,
1377,,"Balance of Payment Statistics, March 2013",International Monetary Fund,1 cd.,
1378,,"Balance of Payment Statistics, April 2013",International Monetary Fund,1 cd.,
1379,,"Balance of Payment Statistics, May 2013",International Monetary Fund,1 cd.,
1380,,"Balance of Payment Statistics, June 2013",International Monetary Fund,1 cd.,
1381,,"International financial statistics, August 2012",International Monetary Fund,1 cd.,
1382,,"International financial statistics, September 2012",International Monetary Fund,1 cd.,
1383,,"International financial statistics, October 2012",International Monetary Fund,1 cd.,
1384,,"International financial statistics, November 2012",International Monetary Fund,1 cd.,
1385,,"International financial statistics, December 2012",International Monetary Fund,1 cd.,
1386,,"International financial statistics, January 2013",International Monetary Fund,1 cd.,
1387,,"International financial statistics, February 2013",International Monetary Fund,1 cd.,
1388,,"International financial statistics, March 2013",International Monetary Fund,1 cd.,
1389,,"International financial statistics, April 2013",International Monetary Fund,1 cd.,
1390,,"International financial statistics, May 2013",International Monetary Fund,1 cd.,
1391,,"International financial statistics, June 2013",International Monetary Fund,1 cd.,
1392,,CensusCD 1990 Long Form in 2010 Boundaries,Geolytics,1 cd.,
1393,,IDSB 2013 Industrial Demand-Supply Balance Database - 4-digit level of ISIC Code (Revision 3),United Nations Industrial Development Organization,1 cd.,
1394,,2007-2011 American Community Survey (ACS) 5-Year Estimates: Alabama - Missouri,United States Census Bureau,1 of 2,
1395,,2007-2011 American Community Survey (ACS) 5-Year Estimates: Montana - Wyoming,United States Census Bureau,1 of 2,
1396,,2010 Census Summary File I: Census of Population and Housing: United States Summary,United States Census Bureau,1 of 2,
1397,,2010 Census Summary File I: Census of Population and Housing: National File,United States Census Bureau,1 of 2,
1398,,US NCDB 1970-2000,GeoLytics,1 cd,
1399,,World Telecommunications/ICT Indicators Database 2015,ITU,1 cd,
1400,,NCDB 1970-2010,GeoLytics,1 cd,
1401,,BR IFIC International Frequency Information Circular (Space Services) 2746,ITU,1 cd,
1402,,BR IFIC International Frequency Information Circular (Space Services) 2745,ITU,1 cd,
1403,,BR IFIC International Frequency Information Circular (Space Services) 2744,ITU,1 cd,
1404,,"Facts and figures 2010: immigration overview, permanent and temporary residents",Citizenship and Immigration Canada,1 cd,
1405,,"Social Statistics: The Interplay among Censuses, Surveys and Administrative Data: Symposium 2010",Statistics Canada,1 cd,
1406,,Nordic Statistics 2005,Nordic Council of Ministers,1 cd,
1407,,UNCTAD Handbook of Statistics 2010,United Nations,1 cd,
1408,,1980 Census in 2010 Boundaries - Long (SF3) and Short Form (SF1),GeoLytics,1 cd,
1409,,INDSTAT4 2014 Industrial Statistics Database - 3- and 4- digit level of ISIC Code,United Nations Industrial Development Organization,1 cd,
1410,,INDSTAT2 2014 Industrial Statistics Database - 2- digit level of ISIC code (Revision 3),United Nations Industrial Development Organization,1 cd,
1411,,MINSTAT 2014 Mining and Utilities Statistics Database - 2- and 3- digit level of ISIC Code (Revision 3 and 4),United Nations Industrial Development Organization,1 cd,
1412,,TMX Common Equities - Securities A to E (Q4 2011 Edition),CFMRC,1 cd,
1413,,TMX Common Equities - Securities F to N (Q4 2011 Edition),CFMRC,1 cd,
1414,,TMX Common Equities - Securities O to Z (Q4 2011 Edition),CFMRC,1 cd,
1415,,TMX - Non-Common Equities- Securities A to I (Q4 2011 Edition),CFMRC,1 cd,
1416,,TMX - Non-Common Equities- Securities J to Z (Q4 2011 Edition),CFMRC,1 cd,
1417,,TMX - Common Equities- Securities A to E (Q4 2012 Edition),CFMRC,1 cd,
1418,,TMX - Common Equities- Securities F to N (Q4 2012 Edition),CFMRC,1 cd,
1419,,TMX - Common Equities- Securities O to Z (Q4 2012 Edition),CFMRC,1 cd,
1420,,TMX - Non-Common Equities- Securities A  to I (Q4 2012 Edition),CFMRC,1 cd,
1421,,TMX - Non-Common Equities- Securities J  to Z (Q4 2012 Edition),CFMRC,1 cd,
1422,,TMX - Common Equities- Securities A to E (Q4 2013 Edition),CFMRC,1 cd,
1423,,TMX - Common Equities- Securities F to N (Q4 2013 Edition),CFMRC,1 cd,
1424,,TMX - Common Equities- Securities O to Z (Q4 2013 Edition),CFMRC,1 cd,
1425,,TMX - Non-Common Equities- Securities A to I (Q4 2013 Edition),CFMRC,1 cd,
1426,,TMX - Non-Common Equities- Securities J  to Z (Q4 2013 Edition),CFMRC,1 cd,
1427,,Facts and Figures 2009:Immigration and Overview - permanent and temporary residents,Citizenship and Immigration Canada,1 cd,
1428,,"Public Accounts of Ontario, 2010 -1011",Ministry of Finance:,1 cd,
1429,,"Public Accounts of Ontario, 2011 -1012",Ministry of Finance:,1 cd,
1430,,Statistical Abstract of Israel 2002,The State of Israel,1 cd,
1431,,Statistical Abstract of Israel 2003,The State of Israel,1 cd,
1432,,Annual Statistical Bulletin 2001,OPEC,1 cd,
1433,,Statistical Yearbook of the Slovak Republic 2010,Statistical Office of the Slovak Republic,1 cd,
1434,,Statistical Yearbook of Austria 2011,Statisitk Austria,1 cd,
1435,,Annual Statistics of  Italy 2010,ISTAT,1 cd,
1436,,Inter-Corporate Ownership (2012-2),Statistics Canada,1 cd,
1437,,TMX - Common Equities- Securities A to E (Q4 2014 Edition),CFMRC,1 cd,
1438,,TMX - Common Equities- Securities F to N (Q4 2014 Edition),CFMRC,1 cd,
1439,,TMX - Common Equities- Securities O to Z (Q4 2014 Edition),CFMRC,1 cd,
1440,,TMX - Non-Common Equities- Securities A to I (Q4 2014 Edition),CFMRC,1 cd,
1441,,TMX - Non-Common Equities- Securities J to Z (Q4 2014 Edition),CFMRC,1 cd,
1442,,Nordic Statistics 2006,Nordic Council of Ministers,1 cd,
1443,,UNCTAD Handbook of Statistics 2008,United Nations,,
1444.1,,Indian Annual Survey of Industries (ASI) Details Unit Level Data. 2008-09 & 2009-10 [ASI 1417],Government of India. Ministry of Statistics & PI,1 cd,
1444.2,,"Financial Performance Indicators for Canadian Business (Vols. 1, 2, and 3, 2008-2010_",Statistics Canada,1 cd,
1445,,"Financial Performance Indicators for Canadian Business (Vols. 1, 2, and 3, 2009-2011)",Statistics Canada,1 cd,
1446,,Inter-Corporate Ownership (2010-3),Statistics Canada,1 cd,
1447.2,,Inter-Corporate Ownership (2010/4),Statistics Canada,1 cd,
ICO-67,,Inter-Corporate Ownership (2010-4),Statistics Canada,1 cd,
1448,,Inter-Corporate Ownership (2011-4),Statistics Canada,1 cd,
1449 C.2,,Inter-Corporate Ownership (2011/4),Statistics Canada,1 cd,
1449,,Inter-Corporate Ownership (2012-1),Statistics Canada,1 cd,
1450,,Inter-Corporate Ownership (2012/4),Statistics Canada,1 cd,
1451,,"TMX - Common Equities and Non-common (To Dec. 31, 2018, Q4 2018 Edition)",CFMRC,1 cd,
1452,,"TMX - Common Equities and Non-common (To Dec. 29, 2017, Q4 2017 Edition)",CFMRC,1 cd,
1453,,"INDSTAT4 2018 (Industrial Statistics Database, 3- and 4-digit level of ISIC code, Revision 3 and 4)",United Nations Industrial Development Organization,1 cd,
1454,,"INDSTAT4 2018 (Industrial Statistics Database, 2-digit level of ISIC code, Revision 3)",United Nations Industrial Development Organization,1 cd,
1455,,The Functional Art: an Introduction to Information Graphics and Visualization,"Cairo, Alberto","1 dvd, accompanies book: https://search.library.utoronto.ca/details?8699226",
1456,,TMX - Common Equities and Non-common (Q4 2019 Edition),CFMRC,1 cd,
1457,,TIERS: Trade Information Enquiry Retrieval System: 1992-1994,Statistics Canada,1 cd,
1458,,Demographic Yearbook Special Issue: Historical Supplement 1999 Beta version,United Nations,1 cd,
1459,,CRSP Stock and indices Access data ending version 2.61 cags_ver261,CRSP,1 cd,
1460,,General Social Survey: NORC-GSS Cumulative Data File 1972-2004 Version 1,Roper Center for Public Opinion Research,1 cd,
1461,,"Census of Canada, 1981: census subdivisions digital boundary file SDR 81 CSD ARC/INFO Mapinfo",Statistics Canada,1 cd,
1462,,CRSP Sample Data Documentation Presentations version 2.61 casd_ver261,CRSP,1 cd,
1463,,CRSP Databases & Utilities Sample version 2.91.01,CRSP,1 cd,
1464,,GEO115 - Employed Labour Force Counts by Dissemination Area for the 2001 Census of Population (Custom Product),Statistics Canada,1 cd,
1465,,"Government finance statistics, June 2012",International Monetary Fund,1 cd.,
1466,,,,,
1467,,,,,
1468,,,,,
1469,,,,,
1470,,"Government finance statistics, September 2013",International Monetary Fund,1 cd.,
1471,,"Government finance statistics, December 2013",International Monetary Fund,1 cd.,
1472,,"Government finance statistics, March 2014",International Monetary Fund,1 cd.,
1473,,"Government finance statistics, June 2014",International Monetary Fund,1 cd.,
1474,,"Government finance statistics, September 2014",International Monetary Fund,1 cd.,
1475,,"International financial statistics, February 2012",International Monetary Fund,1 cd.,
1476,,"International financial statistics, March 2012",International Monetary Fund,1 cd.,
1477,,"International financial statistics, April 2012",International Monetary Fund,1 cd.,
1478,,"International financial statistics, May 2012",International Monetary Fund,1 cd.,
1479,,"International financial statistics, June 2012",International Monetary Fund,1 cd.,
1480,,"International financial statistics, July 2012",International Monetary Fund,1 cd.,
1481,,,,,
1482,,,,,
1483,,,,,
1484,,,,,
1485,,,,,
1486,,,,,
1487,,,,,
1488,,,,,
1489,,,,,
1490,,,,,
1491,,,,,
1492,,"International financial statistics, July 2013",International Monetary Fund,1 cd.,
1493,,"International financial statistics, August 2013",International Monetary Fund,1 cd.,
1494,,"International financial statistics, September 2013",International Monetary Fund,1 cd.,
1495,,"International financial statistics, October 2013",International Monetary Fund,1 cd.,
1496,,"International financial statistics, November 2013",International Monetary Fund,1 cd.,
1497,,"International financial statistics, December 2013",International Monetary Fund,1 cd.,
1498,,"International financial statistics, January 2014",International Monetary Fund,1 cd.,
1499,,"International financial statistics, February 2014",International Monetary Fund,1 cd.,
1500,,"International financial statistics, March 2014",International Monetary Fund,1 cd.,
1501,,"International financial statistics, April 2014",International Monetary Fund,1 cd.,
1502,,"International financial statistics, May 2014",International Monetary Fund,1 cd.,
1503,,"International financial statistics, June 2014",International Monetary Fund,1 cd.,
1504,,"International financial statistics, July 2014",International Monetary Fund,1 cd.,
1505,,"International financial statistics, August 2014",International Monetary Fund,1 cd.,
1506,,"International financial statistics, September 2014",International Monetary Fund,1 cd.,
1507,,"International financial statistics, October 2014",International Monetary Fund,1 cd.,
1508,,"International financial statistics, November 2014",International Monetary Fund,1 cd.,
1509,,"International financial statistics, December 2014",International Monetary Fund,1 cd.,
1510,,"Balance of Payment Statistics, February 2012",International Monetary Fund,1 cd.,
1511,,"Balance of Payment Statistics, March 2012",International Monetary Fund,1 cd.,
1512,,"Balance of Payment Statistics, April 2012",International Monetary Fund,1 cd.,
1513,,"Balance of Payment Statistics, May 2012",International Monetary Fund,1 cd.,
1514,,"Balance of Payment Statistics, June 2012",International Monetary Fund,1 cd.,
1515,,"Balance of Payment Statistics, July 2012",International Monetary Fund,1 cd.,
1516,,,,,
1517,,,,,
1518,,,,,
1519,,,,,
1520,,,,,
1521,,,,,
1522,,,,,
1523,,,,,
1524,,,,,
1525,,,,,
1526,,,,,
1527,,"Balance of Payment Statistics, July 2013",International Monetary Fund,1 cd.,
1528,,"Balance of Payment Statistics, August 2013",International Monetary Fund,1 cd.,
1529,,"Balance of Payment Statistics, September 2013",International Monetary Fund,1 cd.,
