Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Chilliwack,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Chilliwack,1953,,MDL B2,,COLOUR,paper,plans,odds,title sheet and index only
Chipman,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Chipman,1957,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
CLAREMONT,1898,,MDL G 3401 G475 1878-,9361,BW,microfiche,,,
CLAREMONT,1898,1910,MDL G 3401 G475 1878-,13924,BW,microfiche,,,
Clarksburg,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Clarksburg,1926,,MDL B2,,COLOUR,paper,plans (large),1,complete set
CLARKSON,1936,,MDL G 3401 G475 1878-,9363,BW,microfiche,,,
CLIFFORD,1885,,MDL G 3401 G475 1878-,10621,BW,microfiche,,,
CLIFFORD,1885,1904,MDL G 3401 G475 1878-,13925,BW,microfiche,,,
Clinton,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Clinton,1925,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
CLINTON,1925,,MDL G 3401 G475 1878-,9364,BW,microfiche,,,
Coaticook,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
COBALT,1948,,MDL G 3401 G475 1878-,9365,BW,microfiche,,,
Cobden,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,4,1 sh.
Coboconk,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
COBOURG,1919,1946,MDL G 3401 G475 1878-,9368,BW,microfiche,,,
Cochrane,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Cochrane,1950,,MDL B2,,COLOUR,paper,plans (large),7-Jan,complete set
COCHRANE,1919,1928,MDL G 3401 G475 1878-,9369,BW,microfiche,,,
Colborne,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,4,2 copies
Colborne,1934,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
Coldwater,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,2,1 col.
Coldwater,1926,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Collingwood,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Collingwood,1955,,MDL B2,,COLOUR,paper,plans,22-Jan,complete set
COLLINGWOOD,1901,,MDL G 3401 G475 1878-,10576,BW,microfiche,,,
COMBER,1890,1906,MDL G 3401 G475 1878-,9373,BW,microfiche,,,
Comox,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
CONSECON,1892,,MDL G 3401 G475 1878-,9374,BW,microfiche,,,
CONSECON,1892,1904,MDL G 3401 G475 1878-,9375,BW,microfiche,,,
Contrecoeur,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
COOKSTOWN,1885,,MDL G 3401 G475 1878-,9376,BW,microfiche,,,
COOKSTOWN,1885,1904,MDL G 3401 G475 1878-,13926,BW,microfiche,,,
Cooksville,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,4,1 sh.
COOKSVILLE,1910,,MDL G 3401 G475 1878-,9377,BW,microfiche,,,
COOKSVILLE,1932,,MDL G 3401 G475 1878-,9378,BW,microfiche,,,
COOKSVILLE,1939,,MDL G 3401 G475 1878-,9379,BW,microfiche,,,
CORBYVILLE,1928,,MDL G 3401 G475 1878-,16287,BW,microfiche,,,
CORBYVILLE,1895,1904,MDL G 3401 G475 1878-,13927,BW,microfiche,,,
Corner Brook,1954,1969,Fisher Rare Book Library,,COLOUR,paper,plans,66,
Corner Brook,1954,1969,MDL B2,,COLOUR,paper,plans,Jan-90,complete set
Cornwall,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,85,
Cornwall,1963,,MDL B2,,COLOUR,paper,plans,Jan-81,complete set
CORNWALL,1882,,MDL G 3401 G475 1878-,9380,BW,microfiche,,,
CORNWALL,1947,,MDL G 3401 G475 1878-,52963,BW,microfiche,,,
CORNWALL,1947,,MDL G 3401 G475 1878-,9382,BW,microfiche,,,
CORNWALL,1895,1916,MDL G 3401 G475 1878-,9381,BW,microfiche,,,
Coteau Landing,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Courtenay,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Courtenay,1957,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
COURTRIGHT,1896,,MDL G 3401 G475 1878-,9383,BW,microfiche,,,
COURTRIGHT,1896,1906,MDL G 3401 G475 1878-,14002,BW,microfiche,,,
Cowansville,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Cranbrook,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Crapaud,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
CREDITON,1896,,MDL G 3401 G475 1878-,9384,BW,microfiche,,,
CREDITON,1896,1904,MDL G 3401 G475 1878-,13928,BW,microfiche,,,
Creemore,1929,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Creemore,1929,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
CREEMORE,1894,1904,MDL G 3401 G475 1878-,9385,BW,microfiche,,,
CRYSLER,1902,,MDL G 3401 G475 1878-,9387,BW,microfiche,,,
CRYSTAL BEACH,1909,1927,MDL G 3401 G475 1878-,9388,BW,microfiche,,,
Cumberland,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Cumberland,1954,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
CUTLER,1903,,MDL G 3401 G475 1878-,9390,BW,microfiche,,,
CUTLER,1896,1899,MDL G 3401 G475 1878-,9389,BW,microfiche,,,
CUTLER,1903,1905,MDL G 3401 G475 1878-,9391,BW,microfiche,,,
CUTLER,1903,1908,MDL G 3401 G475 1878-,9392,BW,microfiche,,,
D?Israeli,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Dalhousie,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Dalhousie,1952,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
Dartmouth,1961,1973,Fisher Rare Book Library,,COLOUR,paper,plans,110,
Dartmouth,1961,1973,MDL B2,,COLOUR,paper,plans,27-84,update only (complete set)
Dartmouth,1961,,MDL B2,,BW,paper,slips,,
DARTMOUTH,1947,,MDL G 3401 G475 1878-,7878,BW,microfiche,,,
DASHWOOD,1896,,MDL G 3401 G475 1878-,9393,BW,microfiche,,,
DASHWOOD,1896,[1904],MDL G 3401 G475 1878-,9394,BW,microfiche,,,
Dauphin,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Dauphin,1959,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
Dawson Creek,1959,1960,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Deep River,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Deep River,1958,,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
Deer Lake,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Deer Lake,1954,,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
DELAWARE,1896,,MDL G 3401 G475 1878-,9395,BW,microfiche,,,
DELAWARE,1896,1906,MDL G 3401 G475 1878-,14001,BW,microfiche,,,
Delhi,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Delhi,1949,,MDL B2,,COLOUR,paper,plans (large),7-Jan,complete set
Delhi,1962,,MDL B2,,BW,paper,index,,streets and blocks
DELHI,1938,,MDL G 3401 G475 1878-,13929,BW,microfiche,,,
DELTA,1897,,MDL G 3401 G475 1878-,9397,BW,microfiche,,,
DEPOT HARBOUR,1899,,MDL G 3401 G475 1878-,9398,BW,microfiche,,,
DEPOT HARBOUR,1901,,MDL G 3401 G475 1878-,10573,BW,microfiche,,,
DEPOT HARBOUR,1899,1908,MDL G 3401 G475 1878-,9399,BW,microfiche,,,
DESBARATS,1905,,MDL G 3401 G475 1878-,9400,BW,microfiche,,,
Deschambault,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Deseronto,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Deseronto,1922,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
Deseronto,1963,,MDL B2,,BW,paper,index,,streets and blocks
DESERONTO,1931,,MDL G 3401 G475 1878-,98377,BW,microfiche,,,
DESERONTO,1922,1931,MDL G 3401 G475 1878-,11913,BW,microfiche,,,
DESERONTO,1922,1931,MDL G 3401 G475 1878-,13930,BW,microfiche,,,
Didsbury,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Didsbury,1960,,MDL B2,,COLOUR,paper,plans,8-Jan,
Digby,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Digby,1951,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Dolbeau,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
DONNACONA,1927,,MDL G 3401 G475 1878-,10594,BW,microfiche,,,
Dorchester,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
DORCHESTER STATION,1898,,MDL G 3401 G475 1878-,9402,BW,microfiche,,,
DORCHESTER STATION,1898,1906,MDL G 3401 G475 1878-,13931,BW,microfiche,,,
Dorval,1957,1961,Fisher Rare Book Library,,COLOUR,paper,plans,48,
DRAYTON,1885,,MDL G 3401 G475 1878-,13932,BW,microfiche,,,
DRAYTON,1894,,MDL G 3401 G475 1878-,13933,BW,microfiche,,,
DRAYTON,1894,,MDL G 3401 G475 1878-,9403,BW,microfiche,,,
DRESDEN,1889,[1913],MDL G 3401 G475 1878-,11917,BW,microfiche,,,
DRESDEN,1889,1906,MDL G 3401 G475 1878-,9404,BW,microfiche,,,
DRESDEN,1882,1953,MDL G 3401 G475 1878-,13934,BW,microfiche,,,
DRUMBO,1894,,MDL G 3401 G475 1878-,9405,BW,microfiche,,,
DRUMBO,1894,1904,MDL G 3401 G475 1878-,13935,BW,microfiche,,,
Drumheller,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Drumheller,1955,,MDL B2,,COLOUR,paper,plans,9-Jan,
Drummondville & Vicinity,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,84,
Drummondville,1934,,MDL B2,,COLOUR,paper,plans (large),14,
Dryden,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Dryden,1961,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
DUBLIN,1893,,MDL G 3401 G475 1878-,14954,BW,microfiche,,,
DUBLIN,1906,,MDL G 3401 G475 1878-,14955,BW,microfiche,,,
Duncan,1953,1954,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Duncan,1953,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
DUNDALK,1894,1904,MDL G 3401 G475 1878-,13937,BW,microfiche,,,
DUNDALK,1885,,MDL G 3401 G475 1878-,13936,BW,microfiche,,,
Dundas,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Dundas,1951,,MDL B2,,COLOUR,paper,plans (large),13-Jan,complete set
DUNDAS,1880,,MDL G 3401 G475 1878-,51400,BW,microfiche,,,
DUNDAS,1880,,MDL G 3401 G475 1878-,9406,BW,microfiche,,,
DUNDAS,1882,,MDL G 3401 G475 1878-,117151,BW,microfiche,,,
Dunnville,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Dunnville,1955,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
DURHAM,1904,,MDL G 3401 G475 1878-,9408,BW,microfiche,,,
Dutton,1946,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
DUTTON,1906,,MDL G 3401 G475 1878-,13939,BW,microfiche,,,
East Angus,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
East Angus,1922,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
East Brough,1934,,MDL B2,,COLOUR,paper,slips,,
East Broughton,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
East Florenceville,1950,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
East Kildonan,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,36,
East Kildonan,1961,,MDL B2,,COLOUR,paper,plans,30-Jan,complete set
EDINBURGH,1892-1906,,MDL G 3401 G475 1878-,15149,BW,microfiche,,,
Edmonton,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,81,Vol.1
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,30,Vol.3
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,25,Vol.4
Edmonton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,50,Vol.5
Edmonton,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,33,Vol.6
Edmonton,1953,1966,Fisher Rare Book Library,,COLOUR,paper,plans,27,Vol.7
Edmonton,1954,1959,Fisher Rare Book Library,,COLOUR,paper,plans,62,Vol.8
Edmonton,1954,1966,Fisher Rare Book Library,,COLOUR,paper,plans,28,Vol.9
Edmonton,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,68,Vol.12
Edmonton,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,Vol.14
Edmonton,1954,1966,Fisher Rare Book Library,,COLOUR,paper,plans,51,Vol.15
Edmonton,1959,1959,MDL B2,,BW,paper,index,,
Edmonton,1959,,MDL B2,,COLOUR,paper,plans,77,Vol. 1 - Incomplete set
Edmonton,1965,,MDL B2,,COLOUR,paper,plans,Jan-33,Vol. 6
Edmonton,1953,1966,MDL B2,,COLOUR,paper,plans,25-Jan,Vol. 7 
Edmonton,1954,1966,MDL B2,,COLOUR,paper,plans,28-Jan,Vol. 9
Edmonton,1964,,MDL B2,,COLOUR,paper,plans,odds,Vol. 12
Edmonton,1954,,MDL B2,,COLOUR,paper,plans,8-Jan,Vol. 14
Edmonton,1954,1966,MDL B2,,COLOUR,paper,plans,16,Vol. 15 - Incomplete set
EDMONTON,1913,1914,MDL G 3401 G475 1878-,10205,BW,microfiche,,,
EDMONTON,1913,1914,MDL G 3401 G475 1878-,10206,BW,microfiche,,,
EDMUNDSTON,1911,1914,MDL G 3401 G475 1878-,9042,BW,microfiche,,,
Edmunston,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,31,
Edmunston,1963,,MDL B2,,COLOUR,paper,plans,28-Jan,complete set
EGANVILLE,1896,[1908],MDL G 3401 G475 1878-,11918,BW,microfiche,,,
ELGIN,1908,,MDL G 3401 G475 1878-,9410,BW,microfiche,,,
Elk Lake,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Elliott Lake,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Elliot Lake,1958,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
Elmira,1923,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Elmira,1923,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Elmvale,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
ELMVALE,1900,1904,MDL G 3401 G475 1878-,13940,BW,microfiche,,,
ELMWOOD,1896,[190?],MDL G 3401 G475 1878-,13941,BW,microfiche,,,
ELORA,1890,,MDL G 3401 G475 1878-,16288,BW,microfiche,,,
ELORA,1890,1904,MDL G 3401 G475 1878-,13942,BW,microfiche,,,
ELORA,[191?]1899,,MDL G 3401 G475 1878-,13943,BW,microfiche,,,
EMBRO,1894,,MDL G 3401 G475 1878-,9415,BW,microfiche,,,
EMBRO,1894,1904,MDL G 3401 G475 1878-,9416,BW,microfiche,,,
EMBRUM,1902,,MDL G 3401 G475 1878-,9417,BW,microfiche,,,
EMBRUM,1902,1908,MDL G 3401 G475 1878-,9418,BW,microfiche,,,
Enderby,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Enderby,1955,,MDL B2,,COLOUR,paper,plans,5-Jan,complete set
Englehart,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Englehart,1952,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
ENTERPRISE,1915,,MDL G 3401 G475 1878-,9419,BW,microfiche,,,
ERIN,1907,,MDL G 3401 G475 1878-,9420,BW,microfiche,,,
ERIN,1891,1896,MDL G 3401 G475 1878-,13944,BW,microfiche,,,
ESPABWLA,1905,,MDL G 3401 G475 1878-,9421,BW,microfiche,,,
Esquimalt,1969,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Esquimalt,1968,,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
ESSEX,1917,,MDL G 3401 G475 1878,9422,BW,microfiche,,,
ESSEX,1903,1913,MDL G 3401 G475 1878-,13945,BW,microfiche,,,
ESSEX,1917,1926,MDL G 3401 G475 1878-,9423,BW,microfiche,,,
Essex,1926,,MDL B2,,COLOUR,paper,plans (large),7,incomplete set
Essex,1926,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Estevan,1957,1970,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Exeter,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,7,6 sh.
Exeter,1926,,MDL B2,,COLOUR,paper,plans (large),6-Jan,complete set
FARRAN,1908,,MDL G 3401 G475 1878-,9425,BW,microfiche,,,
FENELON FALLS,1890,1894,MDL G 3401 G475 1878-,13946,BW,microfiche,,,
FENELON FALLS,1898,1910,MDL G 3401 G475 1878-,9426,BW,microfiche,,,
Fergus,1921,1935,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Fergus,1921,1935,MDL B2,,COLOUR,paper,plans (large),3,incomplete set
Fergus,1935,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
FERGUS,1890,,MDL G 3401 G475 1878-,13947,BW,microfiche,,,
FERGUS,1935,,MDL G 3401 G475 1878-,98378,BW,microfiche,,,
FERGUS,1921,1935,MDL G 3401 G475 1878-,9428,BW,microfiche,,,
Fernie,1956,1959,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Fernie,1956,1959,MDL B2,`,COLOUR,paper,plans,11-Jan,complete set
Ferrona,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Ferrona,1894,,MDL B2,,COLOUR,paper,plans (large),1,complete set
FINCH,1902,,MDL G 3401 G475 1878-,9429,BW,microfiche,,,
FINGAL,1896,,MDL G 3401 G475 1878-,9430,BW,microfiche,,,
FINGAL,1896,1901,MDL G 3401 G475 1878-,9431,BW,microfiche,,,
FLESHERTON,1894,,MDL G 3401 G475 1878-,9432,BW,microfiche,,,
FLESHERTON,1894,1904,MDL G 3401 G475 1878-,13948,BW,microfiche,,,
Flin Flon,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Flin Flon,1959,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
FLORENCE,1898,,MDL G 3401 G475 1878-,9435,BW,microfiche,,,
FLORENCE,1898,1906,MDL G 3401 G475 1878-,13949,BW,microfiche,,,
Florenceville East,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Fonthill,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Fonthill,1925,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
FONTHILL,1925,,MDL G 3401 G475 1878-,9436,BW,microfiche,,,
FORDWICH,1896,,MDL G 3401 G475 1878-,9433,BW,microfiche,,,
FORDWICH,1896,1907,MDL G 3401 G475 1878-,9434,BW,microfiche,,,
Forest,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Forest,1925,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Forestville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Fort Erie,1951,1961,Fisher Rare Book Library,,COLOUR,paper,plans,23,
Fort Erie,1951,,MDL B2,,COLOUR,paper,plans,21-Jan,complete set
FORT ERIE,1926,,MDL G 3401 G475 1878-,31780,BW,microfiche,,,
Fort Frances,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,31,
Fort Frances,1961,,MDL B2,,COLOUR,paper,plans,24-Jan,complete set
FORT FRANCES,1931,,MDL G 3401 G475 1878-,9439,BW,microfiche,,,
Fort Garry,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,46,
Fort MacLeod,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Fort Macleod,1960,,MDL B2,,COLOUR,paper,plans,16-Jan,
Fort St. John,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Fort William,1961,,MDL B2,,COLOUR,paper,plans,Jan-87,complete set
FORT WILLIAM,1891,,MDL G 3401 G475 1878-,10545,BW,microfiche,,,
FORT WILLIAM,1905,,MDL G 3401 G475 1878-,10540,BW,microfiche,,,
FORT WILLIAM,1909,,MDL G 3401 G475 1878-,10546,BW,microfiche,,,
FORT WILLIAM,1909,,MDL G 3401 G475 1878-,10547,BW,microfiche,,,
FORT WILLIAM,1911,,MDL G 3401 G475 1878-,10544,BW,microfiche,,,
FORT WILLIAM,1911,,MDL G 3401 G475 1878-,10542,BW,microfiche,,,
FORT WILLIAM,1889,1895,MDL G 3401 G475 1878-,13951,BW,microfiche,,,
FORT WILLIAM,1891,1895,MDL G 3401 G475 1878-,13950,BW,microfiche,,,
FORT WILLIAM,1911,,MDL G 3401 G475 1878-,10543,BW,microfiche,,,
Fortune,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Fortune,1956,,MDL B2,,COLOUR,paper,plans,5-Jan,complete set
FOXBORO,1898,,MDL G 3401 G475 1878-,9440,BW,microfiche,,,
FRANKFORD,1893,,MDL G 3401 G475 1878-,9441,BW,microfiche,,,
FRANKFORD,1893,[1904],MDL G 3401 G475 1878-,9442,BW,microfiche,,,
FRANKFORD,1893,1904,MDL G 3401 G475 1878-,13952,BW,microfiche,,,
Fredericton,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,65,
Fredericton,1968,,MDL B2,,COLOUR,paper,plans,Jan-60,complete set
FREDERICTON,1911,1917,MDL G 3401 G475 1878-,9043,BW,microfiche,,,
Frelighsburg,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
FRENCH RIVER,1896,1901,MDL G 3401 G475 1878,9444,BW,microfiche,,,
FRENCH RIVER,1896,,MDL G 3401 G475 1878-,9443,BW,microfiche,,,
Gagetown,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Gagetown,1939,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Galt,1929,,Fisher Rare Book Library,,COLOUR,paper,plans,26,25 sh.
Galt,1929,,MDL B2,,BW,paper,plans (large),1,also index
GANABWQUE,1917,1926,MDL G 3401 G475 1878-,9452,BW,microfiche,,,
Gananoque,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Gananoque,1947,,MDL B2,,COLOUR,paper,plans (large),12-Jan,"complete set. Toronto, Montreal slips printed on backs."
Gananoque,1962,,MDL B2,,BW,paper,index,,streets and blocks
Gander,1954,1962,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Gander,1969,,MDL B2,,COLOUR,paper,plans,13-Jan,complete set
GARDEN RIVER,1905,,MDL G 3401 G475 1878-,9446,BW,microfiche,,,
Gatineau,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Georgetown,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Georgetown,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Georgetown,1960,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
GEORGETOWN,1922,1934,MDL G 3401 G475 1878-,9447,BW,microfiche,,,
Glace Bay C.B.,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,64,
Glace Bay C.B.,1928,1938,Fisher Rare Book Library,,COLOUR,paper,plans,,5 sh.
Glace Bay,1959,,MDL B2,,COLOUR,paper,plans,,complete set
"""GLASGOW SCOTLAND""",1890,,MDL G 3401 G475 1878-,15558,BW,microfiche,,,
GLEN ROBERTSON,1908,,MDL G 3401 G475 1878-,9449,BW,microfiche,,,
GLEN WILLIAMS,1898,,MDL G 3401 G475 1878-,9450,BW,microfiche,,,
Glencoe,1930,,Fisher Rare Book Library,,COLOUR,paper,plans,4,3 sh.
Glencoe,1930,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
GLENCOE,1930,,MDL G 3401 G475 1878-,9448,BW,microfiche,,,
Goderich,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Goderich,1959,,MDL B2,,COLOUR,paper,plans,19-Jan,complete set
GODERICH,1900,,MDL G 3401 G475 1878-,10566,BW,microfiche,,,
GODERICH,1913,1925,MDL G 3401 G475 1878-,9451,BW,microfiche,,,
GOODWOOD,1910,,MDL G 3401 G475 1878-,9454,BW,microfiche,,,
Gore Bay,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Gore Bay,1922,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
GORRIE,1885,,MDL G 3401 G475 1878-,9456,BW,microfiche,,,
GORRIE,1885,1904,MDL G 3401 G475 1878-,13953,BW,microfiche,,,
Granby,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,63,
Grand Bank,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Grand Bank,1956,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Grand Falls,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Grand Falls,1964,1965,Fisher Rare Book Library,,COLOUR,paper,plans,23,
"Grand Falls, NB",1953,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
"Grand Falls, NF",1964,,MDL B2,,COLOUR,paper,plans,21-Jan,complete set
Grand Forks,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,9,
GRAND VALLEY,1907,,MDL G 3401 G475 1878-,9457,BW,microfiche,,,
Grande Prairie,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Grande Prairie,1959,,MDL B2,,COLOUR,paper,plans,12-Jan,
Grande-Mere,1949,,MDL B2,,COLOUR,paper,slips,Trans. 7,
Grand'Mere,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,25,
GRANTON,1898,,MDL G 3401 G475 1878-,9458,BW,microfiche,,,
GRANTON,1898,1906,MDL G 3401 G475 1878-,13954,BW,microfiche,,,
Gravenhurst,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Gravenhurst,1925,,MDL B2,,COLOUR,paper,plans (large),8-Jan,complete set
Greenwhich,1944,,MDL B2,,COLOUR,paper,slips,,
Greenwood,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Greenwood,1951,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
Grenville,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Grimsby,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Grimsby,1928,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
GRIMSBY,1884,,MDL G 3401 G475 1878-,13955,BW,microfiche,,,
GRIMSBY,1914,,MDL G 3401 G475 1878-,9460,BW,microfiche,,,
Guelph,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,93,
Guelph,1960,,MDL B2,,COLOUR,paper,plans,Jan-78,complete set
GUELPH,1897,,MDL G 3401 G475 1878-,9462,BW,microfiche,,,
GUELPH,1897,1911,MDL G 3401 G475 1878-,9463,BW,microfiche,,,
Guysboro,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Guysboro,1940,,MDL B2,,COLOUR,paper,slips,"Trans. 20, 21",
HABWVER,1885,,MDL G 3401 G475 1878-,9465,BW,microfiche,,,
Hagersville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Haileybury,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
Haileybury,1952,not found,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Haileybury,1952,,MDL B2,,COLOUR,paper,plans,7,
HAILEYBURY,1928,,MDL G 3401 G475 1878-,10679,BW,microfiche,,,
HALIBURTON,1938,,MDL G 3401 G475 1878-,9464,BW,microfiche,,,
